name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Wilmar Intl,4.060,4.050,-,26 Jul 2019,"25,933.78M",6.33B,28.12%,0.28,116.59M,SGD 3.45125,SGD 3.45176,15.863,0.433,8.789,1.134,2.593,2.671,"24,243.30M",34.416,"52,795.76M","45,679.89M","3,695.72M",7.205,2.929,"-1,325.44M",-,"59,885.36M","1,335.15M",3.380,"1,667.43M",3.004,0.415,-2.426,-,Consumer/Non-Cyclical / Food Processing / 
Genting Sing,0.935,0.945,-,26 Jul 2019,"11,428.86M",12.06B,47.05%,0.06,586.43M,SGD 0.98239,SGD 0.98155,15.319,4.563,10.562,1.426,3.704,2.480,"-3,306.44M",10.695,"8,253.19M","9,767.14M","4,214.24M",9.924,7.589,-122.10M,-,"2,504.48M",975.19M,37.932,743.68M,29.694,-1.926,5.453,-,Services / Casinos & Gaming / 
ComfortDelGro,2.790,2.760,-,26 Jul 2019,"5,979.32M",2.17B,98.51%,0.13,155.52M,SGD 2.52351,SGD 2.52334,19.465,1.544,7.810,2.234,3.804,3.955,185.60M,18.346,"5,963.12M","5,136.70M",586.10M,11.594,7.127,-368.20M,-,"3,873.70M",438.80M,11.630,307.40M,9.384,-0.072,2.490,-,Transportation / Misc. Transportation / 
CapitaLand,3.640,3.640,-,26 Jul 2019,"18,697.40M",5.04B,99.60%,0.39,175.78M,SGD 3.46543,SGD 3.46591,9.446,3.544,6.203,0.782,3.297,3.186,"19,605.50M",107.850,"37,271.51M","64,647.56M","5,059.84M",9.434,4.556,-89.35M,-,"5,275.23M","3,185.59M",63.388,"1,738.97M",55.525,9.327,15.876,-,Capital Goods / Construction Services / 
Jardine C&C,36.520,35.550,-,26 Jul 2019,"14,050.65M",395.24M,23.99%,1.60,5.90M,SGD 34.7894,SGD 34.78459,17.225,0.539,4.004,1.572,3.347,2.813,"7,603.54M",45.259,"21,433.40M","27,326.50M","1,949.30M",6.673,6.436,-981.90M,-,"26,063.49M","1,719.90M",10.195,815.61M,9.247,-2.344,-15.755,-,Consumer Cyclical / Auto & Truck Manufacturers / 
JMH USD,USD 64.850,USD 64.650,-,26 Jul 2019,"47,728.38M",379.58M,97.27%,6.07,4.08M,USD 65.30749,USD 65.34905,14.035,1.122,8.502,0.928,2.630,2.608,"9,193.00M",26.851,"56,921.38M","86,258.00M","5,038.00M",6.661,5.332,"-1,591.00M",-,"42,527.00M","4,348.00M",10.224,"1,732.00M",10.589,1.125,1.666,-,Consumer Cyclical / Auto & Truck Manufacturers / 
ST Engineering,4.310,4.290,-,26 Jul 2019,"13,395.50M",3.12B,98.75%,0.16,101.33M,SGD 3.8944,SGD 3.89238,26.499,1.975,16.901,5.771,3.497,3.881,197.32M,12.036,"13,476.46M","7,573.02M",414.82M,22.156,6.531,-451.51M,-,"6,782.67M",562.60M,8.699,507.67M,7.819,0.038,-3.328,-,Capital Goods / Aerospace & Defense / 
CityDev,9.450,9.490,-,26 Jul 2019,"8,629.27M",906.90M,42.20%,0.62,40.48M,SGD 9.04484,SGD 9.05988,13.623,2.206,9.006,0.838,1.475,1.258,"4,700.29M",50.483,"13,566.19M","20,885.69M","1,953.60M",5.801,3.589,-201.13M,-,"3,910.90M",904.58M,25.236,663.96M,18.880,5.631,-4.510,-,Capital Goods / Construction Services / 
SATS,4.950,4.930,-,26 Jul 2019,"5,493.79M",1.10B,98.70%,0.23,43.03M,SGD 5.10154,SGD 5.10006,22.976,2.964,16.201,3.187,3.854,3.747,-110.60M,5.796,"5,239.66M","2,408.43M",349.86M,15.132,9.682,-87.64M,-,"1,853.72M",235.43M,12.889,239.21M,13.375,0.572,6.729,-,Transportation / Misc. Transportation / 
SGX,8.020,8.020,-,26 Jul 2019,"8,594.57M",1.07B,76.42%,0.34,56.72M,SGD 7.52253,SGD 7.52631,23.216,9.825,19.849,8.765,4.676,3.847,-663.42M,-,"8,022.97M","2,114.94M",571.60M,34.123,17.708,-78.57M,-,874.73M,424.90M,49.876,370.92M,42.404,3.362,1.552,-,Financial / Investment Services / 
SPH,2.240,2.240,-,26 Jul 2019,"3,585.45M",1.61B,94.38%,0.19,84.39M,SGD 2.40291,SGD 2.40269,13.929,3.720,11.225,1.066,3.795,3.795,"1,913.29M",37.858,"4,711.65M","6,196.69M",481.16M,8.083,4.423,-22.67M,-,963.77M,199.72M,20.252,244.86M,29.315,-4.525,-8.177,-,Services / Printing & Publishing / 
ThaiBev,0.845,0.835,-,26 Jul 2019,"20,969.80M",25.11B,28.48%,0.04,318.81M,SGD 0.80094,SGD 0.80266,20.999,1.830,15.393,3.768,2.018,-,"8,927.19M",179.220,"30,227.61M","417,941.61M","22,529.72M",14.839,5.921,"-7,436.99M",-,"11,456.17M","23,191.16M",9.951,993.95M,9.460,-,-,-,Consumer/Non-Cyclical / Beverages (Alcoholic) / 
HongkongLand USD,USD 6.450,USD 6.400,-,26 Jul 2019,"14,937.14M",2.33B,49.43%,1.05,36.58M,USD 6.99087,USD 6.99215,6.098,5.604,6.069,0.390,3.438,2.961,"3,563.80M",10.811,"18,589.34M","44,963.00M","1,286.80M",6.536,5.597,-150.40M,-,"2,665.40M","2,331.80M",87.484,"2,457.10M",92.185,7.595,15.721,-,Services / Real Estate Operations / 
SIA,9.630,9.620,-,26 Jul 2019,"11,542.57M",1.18B,99.59%,0.62,25.99M,SGD 9.58153,SGD 9.57881,16.748,0.707,5.467,0.857,3.119,2.911,"3,593.60M",48.343,"15,136.17M","30,505.20M","3,060.80M",5.222,2.559,"-5,667.70M",-,"16,323.20M",997.60M,6.112,682.70M,4.421,1.261,13.663,-,Transportation / Airline / 
Hi-P,1.460,1.480,-,26 Jul 2019,"1,313.02M",800.35M,14.26%,0.12,80.63M,SGD 1.39618,SGD 1.39618,11.741,0.933,7.552,2.031,3.378,7.216,-131.81M,-,"1,195.50M","1,224.68M",286.65M,18.480,8.861,-61.19M,-,"1,407.80M",124.49M,8.974,101.52M,7.210,2.472,74.225,-,Basic Materials / Fabricated Plastic & Rubber / 
UOL,7.520,7.500,-,26 Jul 2019,"6,324.24M",843.23M,54.41%,0.55,27.12M,SGD 7.01418,SGD 7.01703,14.623,2.553,7.463,0.650,2.333,2.336,"3,793.18M",29.713,"10,356.89M","20,663.71M",677.17M,4.542,3.059,-310.08M,-,"2,477.52M",710.09M,28.760,432.26M,24.701,15.689,-12.769,-,Capital Goods / Construction Services / 
Frencken,0.705,0.690,-,26 Jul 2019,292.33M,423.66M,62.63%,0.08,41.35M,SGD 0.60243,SGD 0.60241,9.162,0.452,5.861,1.063,3.101,4.206,14.91M,0.457,293.95M,463.74M,67.08M,11.728,6.906,-24.33M,-,646.12M,40.16M,6.581,31.87M,4.979,5.910,9.894,-,Capital Goods / Misc. Capital Goods / 
Golden Agri-Res,0.305,0.310,-,26 Jul 2019,"3,979.64M",12.73B,49.64%,0.00,333.98M,SGD 0.2825,SGD 0.28264,596.730,0.418,9.592,0.688,1.871,1.690,"3,370.90M",36.203,"7,843.49M","8,545.58M",510.60M,-0.043,0.172,-265.90M,-,"9,526.71M",121.09M,2.137,6.41M,0.209,1.873,-,-,Consumer/Non-Cyclical / Food Processing / 
SIA Engineering,2.680,2.650,-,26 Jul 2019,"2,978.91M",1.12B,99.43%,0.14,17.53M,SGD 2.52469,SGD 2.52469,18.459,2.918,13.893,1.940,4.151,3.899,-502.29M,0.822,"2,476.62M","1,845.28M",521.58M,10.681,8.821,-39.78M,-,"1,020.90M",56.97M,5.581,160.87M,15.766,-2.820,-9.541,-,Transportation / Misc. Transportation / 
DairyFarm USD,USD 7.410,USD 7.480,-,26 Jul 2019,"10,118.22M",1.35B,22.21%,0.16,9.70M,USD 7.97309,USD 8.00209,110.113,0.861,32.991,6.993,2.807,2.705,744.00M,1.002,"10,862.22M","5,389.60M",296.20M,5.865,1.430,-256.10M,-,"11,749.30M",78.90M,0.672,92.00M,0.660,2.548,-28.750,-,Services / Retail (Grocery) / 
Sembcorp Ind,2.460,2.450,-,26 Jul 2019,"4,379.49M",1.79B,99.46%,0.18,74.09M,SGD 2.53883,SGD 2.53969,12.108,0.384,4.500,0.633,1.633,2.764,"9,159.00M",130.672,"13,187.49M","23,321.00M","1,924.00M",5.054,1.518,"-1,127.00M",-,"11,411.35M",415.00M,3.654,363.35M,3.071,1.639,-15.691,-,Utilities / Electric Utilities / 
UMS,0.680,0.675,-,26 Jul 2019,362.09M,536.43M,76.65%,0.08,49.34M,SGD 0.70752,SGD 0.70752,9.352,3.042,8.150,1.535,5.926,7.423,-0.42M,1.496,368.28M,275.03M,18.93M,19.416,13.706,-15.69M,-,119.03M,44.62M,32.256,38.72M,32.096,1.232,8.349,-,Technology / Semiconductors / 
Sembcorp Marine,1.430,1.430,-,26 Jul 2019,"2,988.36M",2.09B,99.08%,-0.04,107.66M,SGD 1.61305,SGD 1.6136,-,0.661,23.244,1.291,1.399,-,"3,763.77M",137.279,"6,380.06M","8,577.26M",837.72M,-3.121,-0.954,-343.40M,-,"4,518.10M",-52.32M,-1.434,-77.73M,-1.816,-2.411,-,-,Transportation / Water Transportation / 
StarHub,1.520,1.520,-,26 Jul 2019,"2,632.11M",1.73B,88.79%,0.11,44.40M,SGD 1.57422,SGD 1.57432,14.272,1.099,5.303,4.527,9.375,6.029,"1,071.90M",185.268,"3,494.61M","2,635.50M",166.00M,35.712,6.765,-272.80M,-,"2,395.80M",273.50M,10.932,192.70M,7.747,-0.142,-12.644,-,Services / Communications Services / 
Alita Resources,0.098,0.102,-,26 Jul 2019,150.60M,1.48B,74.42%,-0.01,110.64M,SGD 0.17155,SGD 0.17154,-,2.185,-,0.707,-,-,24.08M,17.317,142.64M,92.21M,18.84M,-3.059,-28.171,-44.98M,-,68.93M,-0.10M,-76.191,-47.85M,-69.417,-,-,-,Basic Materials / Metal Mining / 
JSH USD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
SingPost,0.985,0.970,-,26 Jul 2019,"2,206.84M",2.25B,83.56%,0.02,53.25M,SGD 0.99486,SGD 0.99484,-,1.418,26.028,1.353,3.608,3.246,-108.57M,0.560,"2,098.26M","2,619.24M",399.45M,0.246,1.013,-31.32M,-,"1,556.69M",70.96M,4.559,4.08M,1.725,9.860,-54.511,-,Transportation / Air Courier / 
First Resources,1.540,1.550,-,26 Jul 2019,"2,455.31M",1.58B,29.48%,0.11,24.93M,SGD 1.66653,SGD 1.6721,17.173,2.774,10.052,1.865,2.194,1.761,422.41M,37.642,"2,900.50M","1,571.04M",55.36M,12.605,6.615,-95.99M,-,885.24M,187.15M,25.517,142.95M,17.091,0.222,-12.818,-,Consumer/Non-Cyclical / Crops / 
Wing Tai,2.090,2.110,-,26 Jul 2019,"1,675.19M",767.73M,56.62%,0.26,5.71M,SGD 2.03405,SGD 2.03405,10.058,4.589,9.837,0.478,1.422,1.661,-9.64M,22.431,"1,663.10M","4,531.71M",792.15M,6.462,3.782,-9.44M,-,365.02M,60.31M,12.219,158.15M,44.467,-22.708,-16.467,-,Capital Goods / Construction Services / 
G Invacom,0.114,0.121,-,26 Jul 2019,34.17M,271.66M,63.94%,0.01,355.44M,SGD 0.0895,SGD 0.0895,12.327,0.190,4.421,0.421,-,-,13.62M,-,39.08M,94.09M,8.38M,2.741,2.117,-1.53M,-,179.99M,2.08M,1.944,2.67M,1.482,-1.734,-30.208,-,Technology / Communications Equipment / 
Yanlord Land,1.310,1.290,-,26 Jul 2019,"2,513.87M",1.93B,27.40%,0.37,40.77M,SGD 1.35531,SGD 1.3527,4.079,0.593,2.919,0.490,5.271,3.395,"6,921.83M",133.593,"8,763.91M","106,680.78M","10,317.37M",14.843,4.000,-464.77M,-,"4,242.33M","10,541.66M",37.517,610.90M,19.757,17.687,19.629,-,Capital Goods / Construction Services / 
KSH,0.420,0.430,-,26 Jul 2019,244.99M,569.74M,28.49%,0.01,13.25M,SGD 0.46845,SGD 0.46826,32.138,1.225,23.268,0.747,5.116,4.600,39.55M,25.454,322.00M,604.02M,78.45M,2.301,1.433,-3.04M,-,200.00M,21.06M,10.529,7.63M,4.229,-7.287,-29.814,-,Capital Goods / Construction Services / 
TheHourGlass,0.835,0.850,-,26 Jul 2019,599.26M,705.01M,27.81%,0.10,7.07M,SGD 0.74336,SGD 0.75076,8.509,0.831,7.678,1.070,3.529,3.232,-166.00M,-,433.26M,649.14M,180.97M,13.197,11.199,-19.11M,-,720.92M,82.05M,11.381,70.43M,9.905,1.093,5.095,-,Services / Retail (Specialty) / 
China Aviation,1.300,1.290,-,26 Jul 2019,"1,117.38M",860.18M,27.48%,0.15,12.38M,SGD 1.30922,SGD 1.30922,8.701,0.040,8.672,1.016,3.488,3.382,-488.40M,-,628.38M,"1,653.57M",357.69M,12.599,4.496,-1.12M,-,"27,652.84M",33.06M,0.165,127.53M,0.461,5.776,5.983,-,Energy / Oil & Gas Operations / 
United Engineers,2.620,2.640,-,26 Jul 2019,"1,683.05M",615.81M,29.73%,0.09,17.24M,SGD 2.49986,SGD 2.48585,30.910,4.742,24.806,0.838,1.136,1.785,846.37M,37.799,"2,521.39M","3,621.67M",251.25M,2.911,1.447,-12.50M,-,354.96M,55.00M,14.619,54.46M,14.471,-29.476,-13.573,-,Services / Real Estate Operations / 
Valuetronics,0.695,0.700,-,26 Jul 2019,304.93M,433.38M,65.62%,0.09,39.29M,SGD 0.68815,SGD 0.68812,8.675,0.616,7.134,1.496,5.026,4.872,-162.74M,-,142.19M,"2,013.37M",930.45M,17.961,10.019,-47.06M,-,494.78M,224.65M,7.942,34.89M,7.052,1.620,4.684,-,Technology / Electronic Instr. & Controls / 
Synagie,0.160,0.161,-,26 Jul 2019,42.43M,263.57M,24.80%,-0.04,193.57M,SGD 0.12878,SGD 0.12878,-,2.644,-,4.780,-,-,-7.53M,-,34.90M,22.76M,7.53M,-164.526,-,-0.53M,-,16.05M,-6.83M,-42.558,-7.39M,-46.022,-,-,-,Technology / Computer Services / 
Sheng Siong,1.100,1.100,-,26 Jul 2019,"1,653.89M",1.50B,40.90%,0.05,36.18M,SGD 1.06907,SGD 1.06919,23.008,1.809,17.714,5.341,3.091,3.800,-40.40M,-,"1,566.66M",436.34M,87.23M,25.244,16.289,-28.17M,-,914.09M,83.79M,9.335,71.88M,7.836,3.587,10.862,-,Services / Retail (Department & Discount) / 
China Star Food,0.032,0.035,-,26 Jul 2019,20.78M,593.82M,72.10%,0.02,72.29M,SGD 0.03084,SGD 0.03084,2.169,0.293,2.246,0.121,-,-,-8.06M,-,12.72M,479.80M,62.48M,8.262,7.192,-18.62M,-,71.03M,44.14M,12.363,6.65M,9.362,-,-,-,Consumer Cyclical / Furniture & Fixtures / 
Mercurius,0.046,0.048,-,26 Jul 2019,60.07M,1.25B,51.18%,-0.00,36.46M,SGD 0.03995,SGD 0.03995,-,-,-,103.428,-,-,-0.61M,-,59.85M,0.29M,0.23M,-130.864,-93.322,-,-,-,-0.32M,-,-0.57M,-,-,-,-,Consumer/Non-Cyclical / Personal & Household Prods. / 
TEE Intl,0.101,0.099,-,26 Jul 2019,64.17M,646.73M,33.35%,-0.01,208.93M,SGD 0.10108,SGD 0.10049,-,0.176,-,0.742,-,1.757,268.46M,186.067,336.50M,626.87M,35.63M,-8.272,-1.175,-1.60M,-,365.21M,-1.18M,1.774,-6.87M,-2.088,1.000,-,-,Capital Goods / Construction Services / 
COSCO SHP SG,0.325,0.330,-,26 Jul 2019,738.95M,2.24B,45.34%,0.00,48.79M,SGD 0.34507,SGD 0.34507,56.507,4.560,16.939,1.388,-,-,202.69M,28.817,844.47M,822.81M,72.81M,2.484,1.291,-30.18M,-,162.04M,24.03M,14.046,13.05M,8.202,-45.827,-15.757,-,Transportation / Water Transportation / 
Frasers Property,1.840,1.820,-,26 Jul 2019,"5,313.47M",2.92B,12.49%,0.28,4.12M,SGD 1.80493,SGD 1.80501,7.315,1.119,4.268,0.565,4.725,5.086,"12,259.04M",130.674,"17,654.43M","32,420.94M","2,585.19M",7.448,4.050,"-1,424.17M",-,"4,747.43M",879.19M,21.415,731.16M,26.917,-11.634,-24.743,-,Services / Real Estate Operations / 
Raffles Medical,1.020,1.030,-,26 Jul 2019,"1,882.90M",1.83B,45.65%,0.04,24.43M,SGD 1.06437,SGD 1.06495,26.823,3.787,21.040,2.263,2.427,2.421,33.63M,12.141,"1,893.41M","1,116.29M",105.98M,9.261,6.260,-31.41M,-,497.24M,84.24M,16.582,68.89M,13.890,6.031,-4.801,-,Healthcare / Healthcare Facilities / 
SunMoonFood,0.055,0.057,-,26 Jul 2019,41.02M,713.36M,24.98%,-0.01,120.54M,SGD 0.05645,SGD 0.05645,-,0.565,-,4.859,-,-,-6.22M,24.913,34.81M,34.33M,8.31M,-49.723,-18.521,-0.01M,-,72.57M,-5.78M,-7.965,-5.78M,-7.965,-,-,-,Consumer/Non-Cyclical / Food Processing / 
Sino Grandness,0.047,0.048,-,26 Jul 2019,51.09M,1.06B,47.35%,0.08,295.42M,SGD 0.05415,SGD 0.05416,0.685,0.070,0.566,0.069,-,-,89.06M,2.850,140.15M,"4,787.82M",621.79M,10.580,7.466,-295.98M,-,734.84M,534.04M,14.459,68.67M,9.334,0.113,-4.904,-,Consumer/Non-Cyclical / Food Processing / 
Koufu,0.755,0.745,-,26 Jul 2019,413.60M,555.16M,18.66%,0.05,25.13M,SGD 0.73597,SGD 0.73562,15.731,1.826,8.126,4.400,2.953,-,80.96M,4.774,322.39M,159.70M,95.98M,36.478,-,-15.09M,-,226.54M,29.05M,13.611,25.27M,11.151,-,-,-,Services / Restaurants / 
Bukit Sembawang,5.790,5.820,-,26 Jul 2019,"1,506.86M",258.91M,54.36%,0.39,2.03M,SGD 5.68325,SGD 5.68891,14.877,4.211,14.854,1.155,0.687,0.787,310.42M,28.151,"1,845.90M","1,781.55M",43.60M,7.931,6.508,-25.99M,-,357.86M,132.87M,37.129,101.29M,28.305,-2.602,-1.860,-,Capital Goods / Construction Services / 
Citic Envirotech,0.300,0.305,-,26 Jul 2019,741.87M,2.43B,15.71%,0.04,43.59M,SGD 0.42342,SGD 0.42342,16.310,0.919,6.448,0.612,4.098,-,"1,128.90M",85.042,"1,749.06M","3,786.76M",376.52M,5.370,1.982,-31.10M,-,807.38M,198.15M,19.260,45.58M,9.391,-,-,-,Services / Waste Management Services / 
Rex Intl,0.068,0.067,-,26 Jul 2019,86.51M,1.29B,47.36%,-0.02,355.67M,SGD 0.08085,SGD 0.08085,27.846,227.630,15.386,0.534,-,-,-0.41M,-,75.97M,208.90M,34.12M,0.962,1.601,-35.95M,-,0.38M,14.04M,"5,355.755",3.12M,"1,122.302",-,-,-,Energy / Oil & Gas Operations / 
CNMC Goldmine,0.280,0.280,-,26 Jul 2019,114.15M,407.69M,44.17%,0.01,19.34M,SGD 0.24127,SGD 0.24127,32.928,1.905,9.038,1.942,0.714,1.482,-20.48M,1.737,90.74M,59.84M,17.91M,4.097,7.175,-6.60M,-,59.92M,4.13M,13.693,3.46M,9.480,19.062,-8.811,-,Basic Materials / Gold & Silver / 
Mirach Energy,0.205,0.215,-,26 Jul 2019,49.80M,231.62M,66.92%,-0.00,14.08M,SGD 0.15349,SGD 0.1546,-,7.696,21.067,11.198,-,-,-3.81M,-,47.64M,19.01M,1.58M,-,12.240,-,-,6.47M,2.24M,51.363,0.34M,35.453,-20.100,-,-,Consumer/Non-Cyclical / Crops / 
Y Ventures,0.105,0.103,-,26 Jul 2019,21.12M,205.00M,23.91%,-0.03,119.51M,SGD 0.11632,SGD 0.11632,-,0.855,-,4.613,-,-,2.37M,27.353,23.48M,13.31M,1.13M,-77.896,-34.573,-0.33M,-,24.70M,-3.90M,-21.610,-5.07M,-22.115,-,-,-,Services / Retail (Catalog & Mail Order) / 
Geo Energy Res,0.153,0.150,-,26 Jul 2019,209.89M,1.40B,26.30%,0.02,21.17M,SGD 0.16605,SGD 0.16632,163.763,0.559,11.730,0.929,6.667,3.359,123.58M,167.078,337.78M,548.58M,197.19M,11.020,0.054,-4.46M,-,375.16M,28.79M,2.301,0.44M,0.109,18.974,4.306,-,Energy / Coal / 
Hong Leong Asia,0.620,0.610,-,26 Jul 2019,456.17M,747.82M,21.85%,0.07,7.57M,SGD 0.5956,SGD 0.5956,-,0.122,1.731,0.590,-,-,-399.18M,30.837,-68.22M,"4,817.44M","1,299.35M",3.634,2.902,-137.74M,-,"3,728.24M",195.31M,4.877,25.22M,4.021,-6.020,-13.833,-,Capital Goods / Misc. Capital Goods / 
Sunpower,0.510,0.505,-,26 Jul 2019,399.88M,789.31M,37.05%,0.06,20.57M,SGD 0.53256,SGD 0.54134,202.899,0.582,6.216,1.264,0.376,0.374,394.19M,98.680,675.58M,"6,623.45M",782.58M,22.479,3.614,-300.13M,-,686.99M,394.70M,8.261,39.12M,6.096,-5.391,12.500,-,Capital Goods / Misc. Capital Goods / 
Tianjin ZX USD,USD 0.815,USD 0.820,-,26 Jul 2019,"8,772.56M",768.87M,28.39%,0.73,70.24M,USD 0.93139,USD 0.93135,17.887,1.350,-,2.016,1.637,1.195,"-1,330.00M",-,"7,528.57M","7,105.31M","1,508.37M",11.946,8.155,-175.81M,-,"6,496.88M",642.26M,10.193,578.32M,9.008,0.329,8.936,-,Healthcare / Major Drugs / 
Fu Yu,0.225,0.225,-,26 Jul 2019,169.42M,752.99M,58.63%,0.01,29.59M,SGD 0.2093,SGD 0.2093,13.104,0.856,8.011,1.017,7.111,7.374,-74.88M,-,88.81M,211.59M,80.61M,7.216,5.704,-7.23M,-,198.02M,16.72M,9.244,12.93M,6.646,-7.478,11.712,-,Basic Materials / Chemicals - Plastics & Rubber / 
HMI,0.715,0.715,-,26 Jul 2019,599.87M,837.34M,32.70%,0.02,28.05M,SGD 0.66643,SGD 0.66632,35.858,3.628,25.055,6.582,0.931,0.588,88.82M,42.500,645.57M,589.24M,58.89M,28.804,7.722,-30.33M,-,165.36M,83.85M,14.077,16.80M,8.910,5.775,40.930,-,Healthcare / Healthcare Facilities / 
SIIC Environment,0.255,0.240,-,26 Jul 2019,625.58M,2.61B,44.23%,0.03,15.59M,SGD 0.31823,SGD 0.31695,5.343,0.575,2.997,0.391,8.333,-,"2,377.00M",110.893,"2,808.55M","29,718.75M","2,136.29M",7.035,2.568,-298.35M,-,"1,088.59M","1,463.75M",28.313,117.08M,13.309,13.271,8.935,-,Services / Waste Management Services / 
GuocoLand,1.990,1.970,-,26 Jul 2019,"2,331.25M",1.11B,14.83%,0.34,4.06M,SGD 1.93942,SGD 1.93962,11.302,2.912,9.126,0.535,3.553,2.856,"3,346.94M",77.774,"6,370.12M","10,499.24M",884.93M,9.624,2.328,-27.81M,-,800.51M,447.04M,33.374,193.73M,29.623,11.327,56.611,-,Services / Real Estate Operations / 
Chasen,0.091,0.091,-,26 Jul 2019,35.39M,387.03M,63.01%,0.01,180.86M,SGD 0.0901,SGD 0.0901,6.528,0.268,3.201,0.499,1.923,2.469,23.57M,9.645,58.95M,135.93M,13.36M,7.677,3.574,-8.45M,-,131.88M,8.82M,6.689,5.37M,3.640,-1.830,8.557,-,Capital Goods / Construction Services / 
IX Biopharma,0.275,0.270,-,26 Jul 2019,174.04M,644.59M,40.67%,-0.02,4.15M,SGD 0.23865,SGD 0.23408,-,79.181,-,7.319,-,-,-13.75M,19.768,157.51M,33.07M,21.07M,-52.827,-44.100,-1.19M,-,2.20M,-15.16M,-643.176,-14.13M,-642.857,-,-,-,Healthcare / Biotechnology & Drugs / 
Hong Leong Fin,2.770,2.770,-,26 Jul 2019,"1,236.32M",446.37M,39.28%,0.26,3.89M,SGD 2.71016,SGD 2.71016,10.416,5.414,10.138,0.650,5.415,4.696,"-1,270.25M",-,-206.01M,"13,381.26M",-,6.545,0.889,-0.74M,-,364.72M,-,62.468,118.73M,51.989,6.509,10.864,-,Financial / Misc. Financial Services / 
InnoTek,0.545,0.550,-,26 Jul 2019,135.66M,226.31M,42.79%,0.08,4.00M,SGD 0.52702,SGD 0.52702,5.219,0.631,4.620,0.812,1.818,-,-70.57M,0.017,75.58M,223.56M,60.14M,14.271,11.092,-10.36M,-,214.92M,23.35M,12.529,24.01M,11.173,-2.688,84.804,-,Consumer Cyclical / Appliance & Tool / 
Tuan Sing,0.355,0.350,-,26 Jul 2019,418.16M,1.19B,36.44%,0.11,9.15M,SGD 0.39322,SGD 0.39322,3.336,1.270,3.150,0.387,1.714,1.610,"1,500.51M",68.249,"1,917.02M","2,917.39M",131.58M,12.902,4.515,-3.43M,-,329.36M,138.80M,39.767,124.87M,37.992,1.774,20.473,-,Capital Goods / Construction Services / 
Lian Beng,0.495,0.510,-,26 Jul 2019,270.18M,499.69M,55.62%,0.11,9.01M,SGD 0.50421,SGD 0.50421,4.563,0.769,3.565,0.376,4.412,3.335,433.03M,48.211,713.51M,"1,748.64M",202.22M,8.811,3.624,-2.97M,-,351.31M,68.66M,23.011,55.83M,17.015,-12.552,-4.608,-,Capital Goods / Construction Services / 
Koh Eco,0.049,0.049,-,26 Jul 2019,86.44M,1.76B,29.29%,0.00,40.51M,SGD 0.05448,SGD 0.05448,10.359,0.260,5.943,0.840,1.961,1.012,47.37M,1.805,112.65M,250.10M,21.32M,7.311,2.528,-16.34M,-,332.82M,7.02M,2.245,5.92M,1.890,-,-,-,Capital Goods / Construction Services / 
Stamford Land,0.475,0.485,-,26 Jul 2019,419.08M,828.35M,40.35%,0.05,3.93M,SGD 0.48789,SGD 0.48789,8.696,1.378,7.273,0.779,2.062,2.140,-58.65M,-,356.56M,667.40M,168.23M,9.215,6.562,-8.77M,-,304.22M,62.73M,20.620,47.69M,15.674,2.076,12.287,-,Services / Hotels & Motels / 
Oxley,0.325,0.325,-,26 Jul 2019,"1,353.64M",4.16B,15.93%,0.07,54.08M,SGD 0.31549,SGD 0.31549,5.112,1.653,4.858,0.916,3.385,3.350,"3,669.16M",223.841,"4,558.79M","5,995.49M",254.98M,22.981,4.235,-30.89M,-,818.69M,266.89M,42.844,258.39M,31.338,19.802,31.398,-,Services / Real Estate Operations / 
Clearbridge,0.160,0.156,-,26 Jul 2019,77.08M,494.12M,38.07%,-0.03,29.51M,SGD 0.17841,SGD 0.18138,-,9.669,-,1.592,-,-,0.10M,5.074,72.20M,62.76M,7.77M,-33.969,-24.264,-1.68M,-,7.97M,-18.40M,-209.157,-16.96M,-215.617,-,-,-,Healthcare / Healthcare Facilities / 
CSE Global,0.480,0.480,-,26 Jul 2019,247.71M,516.07M,67.29%,0.04,11.25M,SGD 0.5016,SGD 0.50164,12.254,0.670,8.849,1.417,5.729,5.813,-23.14M,0.190,210.12M,269.08M,74.05M,11.649,7.028,-6.55M,-,369.98M,25.13M,6.639,20.13M,5.258,-1.962,42.805,-,Technology / Computer Services / 
Singapore O&G,0.405,0.395,-,26 Jul 2019,188.34M,476.80M,22.56%,0.02,5.45M,SGD 0.37623,SGD 0.37623,21.491,5.348,19.406,4.035,4.304,-,-23.73M,-,166.79M,51.73M,21.55M,20.769,15.704,-0.29M,-,35.21M,10.85M,29.617,8.76M,24.886,24.036,16.480,-,Healthcare / Healthcare Facilities / 
